pair_id	image	sentence_id	en_translation
2	2_415_0	1	a little girls climbing a metal fence
2	2_415_1	2	she's holding on the wires of the since that she doesn't four
2	2_415_2	1	she has long dark hair
2	2_415_3	2	she is wearing sneakers and a long-sleeved shirt
2	2_415_4	1	it looks like this wire fences by the side of the road
2	2_4160_0	1	two men wearing identical Clothing at walk-in
2	2_4160_1	2	when is holding a Child in His Hands
2	2_4160_2	1	the other is holding a bag
2	2_4160_3	2	the one not holding the child has the child's toy
2	2_4160_4	1	the all have hats
2	2_4161_0	1	a man is riding a motorcycle and he is wearing the right gear
2	2_4161_1	2	the party is in is not very clear
2	2_4161_2	1	he is raising dust as he is going
2	2_4161_3	2	it looks like this is a race
2	2_4161_4	1	they are dead Leaves and dry sticks on the ground
2	2_4162_0	1	a man is playing basketball
2	2_4162_1	2	he is trying to score
2	2_4162_2	1	he is wearing white basketball jerseys and he has no hair in his head
2	2_4162_3	2	there are people watching in the audience
2	2_4162_4	1	one of them is the coach
2	2_4163_0	1	singers are on a stage
2	2_4163_1	2	when is playing an instrument and the other is singing
2	2_4163_2	1	no one playing the guitar has long hair and the other has short hair
2	2_4163_3	2	the audience is wearing shiny clothes and scarves
2	2_4163_4	1	there are spotlights on the stage
2	2_4164_0	1	two dogs are coming out of the water
2	2_4164_1	2	they are splashing water while they are doing so
2	2_4164_2	1	these dogs have the same coat of fur
2	2_4164_3	2	one of the dogs has its ears in the air
2	2_4164_4	1	it's jumping hire than the other
2	2_4165_0	1	a child is playing in a slide
2	2_4165_1	2	the child is sliding down
2	2_4165_2	1	the child is holding onto the sides of the slide while sliding
2	2_4165_3	2	the slide looks very nice and is painted Green
2	2_4165_4	1	some parts of the wall are shiny
2	2_4166_0	1	two dogs are walking on the lawn in the afternoon
2	2_4166_1	2	what makes you say it's afternoon or this is a backyard
2	2_4166_2	1	the sun is shining and there's a brick wall
2	2_4166_3	2	the dogs are tall and have black fur and the area they are in is Will surrounded
2	2_4166_4	1	both dogs have collars
2	2_4167_0	1	groomsmen are standing and having their picture taken
2	2_4167_1	2	there is also a groom amongst them
2	2_4167_2	1	there's a beautiful water fountain behind them
2	2_4167_3	2	they are all wearing suits
2	2_4167_4	1	there is also a beautiful house behind them with beautiful well-kept grass
2	2_4168_0	1	a little girl is playing in a play park
2	2_4168_1	2	there are many things to play on in this Park
2	2_4168_2	1	it looks like these children in the park where brought by one parent
2	2_4168_3	2	the park is very beautiful and it has small houses and swings
2	2_4168_4	1	this child seems very happy to be playing where she is playing
2	2_4169_0	1	a dog is in the Bushey area
2	2_4169_1	2	it has a shiny colour
2	2_4169_2	1	this dog is on a lease
2	2_4169_3	2	it is also sticking its tongue out
2	2_4169_4	1	the dog has black fur and white fur
2	2_416_0	1	there's a man walking in the street with a flag
2	2_416_1	2	he is wearing beads around his neck
2	2_416_2	1	there's a crowd of people behind him
2	2_416_3	2	he seems elated to be where he is and he is even smiling as he is working
2	2_416_4	1	he is wearing colourful flowery bands on his wrists and a white shirt
2	2_4170_0	1	the group of people is working in a road
2	2_4170_1	2	there some people who alleging behind and others are ahead one of them is a man with a backpack and a lady with a handbag
2	2_4170_2	1	there's another woman crossing the road in front of them who is holding a bag
2	2_4170_3	2	on the right there is a lady and a man walking in the side of the road as well as plans that are planted in flower pots
2	2_4170_4	1	there are many buildings and shops
2	2_4171_0	1	an old man is reading a newspaper and sitting on a couch in a house
2	2_4171_1	2	it looks like this old man has bad sight
2	2_4171_2	1	one hand is holding the newspaper and the other hand is on the table
2	2_4171_3	2	there is a small book on the table and glasses as well
2	2_4171_4	1	this old man is wearing a Jersey and a wrist watch
2	2_4172_0	1	small dogs are playing
2	2_4172_1	2	one of the dogs has black fur
2	2_4172_2	1	the other has white fur and brown fur
2	2_4172_3	2	the face of the black dog is hidden
2	2_4172_4	1	the same goes with the white dog
2	2_4173_0	1	the child is playing and has its hand in the aair
2	2_4173_1	2	he is wearing shorts and a shirt with a drawing on it
2	2_4173_2	1	this child has dusty feet because he is playing in a dusty place
2	2_4173_3	2	he's carefully looking at where he's going to land and seems very happy while he is in the
2	2_4173_4	1	he has very long black hair
2	2_4174_0	1	some men are playing soccer
2	2_4174_1	2	they are wearing different football jerseys
2	2_4174_2	1	one of them has kicked the ball really hard
2	2_4174_3	2	one of the men from the other team is looking towards the ball
2	2_4174_4	1	they are playing on well cut grass
2	2_4175_0	1	the man is rob climbing
2	2_4175_1	2	he is really concentrating on what he is doing
2	2_4175_2	1	there is someone watching over him while he is climbing this wall
2	2_4175_3	2	he is wearing a long sleeve shirt and the person watching over him is wearing a cap
2	2_4175_4	1	this man is not wearing any protective clothing
2	2_4176_0	1	a man and his dog has standing in the grass
2	2_4176_1	2	what are these people doing
2	2_4176_2	1	it looks like this dog and this man has spreading the gospel
2	2_4176_3	2	the dog does not look very happy
2	2_4176_4	1	the dog is sitting and it's on a leash
2	2_4177_0	1	the woman is playing
2	2_4177_1	2	is there a drawings on her face and she is wearing white gloves
2	2_4177_2	1	she is wearing a red dress with short sleeves and and a pink trousers
2	2_4177_3	2	there are people sitting and watching her
2	2_4177_4	1	these people are in a park
2	2_4178_0	1	a group of people are in a swimming pool
2	2_4178_1	2	there's a child who looks like she is ready to jump on the water
2	2_4178_2	1	there's a man sitting in the water next to where this child is about to jump
2	2_4178_3	2	there are two swimming pools and both of them have people in them
2	2_4178_4	1	the men are not wearing any shirts
2	2_4179_0	1	a man is standing on a large rock and it looks like he is taking pictures
2	2_4179_1	2	what makes you say this person is taking photos
2	2_4179_2	1	it's because he is holding a camera in his neck
2	2_4179_3	2	this large rope is Dusty and looks very old
2	2_4179_4	1	this man is wearing shorts and a black shirt glasses shoes and a watch
2	2_417_0	1	there's an animal that looks like a dog in a bush
2	2_417_1	2	it looks like a hill with dry grass
2	2_417_2	1	does animal has dark fur and is wearing a red and black vest
2	2_417_3	2	there's a small path leading to the top of the hill
2	2_417_4	1	there a pools sunk into the ground along the path leading to the top of the hill and at the top of the hill there are dry trees with no leaves
2	2_4180_0	1	a camera man is taking photos
2	2_4180_1	2	there's another man who is writing on a wall with great concentration
2	2_4180_2	1	there's a woman walking with a bag on her shoulder and she is wearing a jersey
2	2_4180_3	2	they are shiny things that go on the wall that make it look very nice
2	2_4180_4	1	the painter has a backpack on his shoulder and he is wearing a black cap
2	2_4181_0	1	two men are running in a race
2	2_4181_1	2	it looks like they are soldiers
2	2_4181_2	1	they are all wearing the same kind of uniform
2	2_4181_3	2	one of the soldiers is way ahead of the other
2	2_4181_4	1	there is a wall separating the car park and where these soldiers are running from
2	2_4182_0	1	the woman is in a dog training Stadium
2	2_4182_1	2	this woman is showing a dog how to jump over a hurdle
2	2_4182_2	1	this woman is following behind the dog as it is running
2	2_4182_3	2	there is is a tunnel that the dog needs to go through
2	2_4182_4	1	this stadium or place is we'll surrounded by a fence such that no dog can escape
2	2_4183_0	1	a child is watching TV and it seems very shocked
2	2_4183_1	2	this child's eyes are wide open in shock
2	2_4183_2	1	is this child alone
2	2_4183_3	2	this child is in a cinema and it's parents are seated on different seats
2	2_4183_4	1	the child is even holding a toy plane
2	2_4184_0	1	there are people standing in a restaurant
2	2_4184_1	2	it looks like these people are waiting in line to buy something
2	2_4184_2	1	one of the men inline seems very frustrated he even has his arms folded
2	2_4184_3	2	there is a menu display in front of the shop
2	2_4184_4	1	there's another man waiting in line wearing black clothes
2	2_4185_0	1	a man is sitting on a rock and he is having his picture taken
2	2_4185_1	2	he is wearing sunglasses
2	2_4185_2	1	this man is very hairy
2	2_4185_3	2	he is wearing shorts and a white shirt as well as white socks and shoes
2	2_4185_4	1	it seems this rock is in a bush because there are many plants and trees behind him
2	2_4186_0	1	the man is in a desert on a parachute
2	2_4186_1	2	he is holding onto the rope side to the parachute
2	2_4186_2	1	he is trying to steer the parachute
2	2_4186_3	2	there are people close by
2	2_4186_4	1	it is very sunny and there is not one cloud in the sky
2	2_4187_0	1	a dog is walking in the water with a piece of clothes in its mouth
2	2_4187_1	2	the water is simply reaching the dogs legs
2	2_4187_2	1	there is sand where the water ins
2	2_4187_3	2	the dog has white and brown fur
2	2_4187_4	1	the dog has a collar in its neck
2	2_4188_0	1	the world dressed young man is standing
2	2_4188_1	2	she is walking in the sidewalk
2	2_4188_2	1	he is walking in between houses
2	2_4188_3	2	the houses are facing each other and they have different types of flowers
2	2_4188_4	1	it looks like this young boy has reached his destination
2	2_4189_0	1	a bumblebee is next to a flower
2	2_4189_1	2	it's flapping it's wings very fast
2	2_4189_2	1	the flower it's next to is very beautiful
2	2_4189_3	2	the flower has pink and green colours
2	2_4189_4	1	the bee looks very dark it might be a sausage fly
2	2_418_0	1	two men seem like they're on a journey if they have reached a point in their journey at which their resting
2	2_418_1	2	looks like they're in an area covered with snow and it's very cold
2	2_418_2	1	they're wearing very warm and thick clothing
2	2_418_3	2	one of them is wearing glasses and the other is not and they are both looking forward
2	2_418_4	1	bean bags on their backs and they're all holding middle staff to help them walk through the snow
2	2_4190_0	1	a little boy is playing in an inflatable pool
2	2_4190_1	2	the child looks very happy to be where he is it looks like he is trying to grab something
2	2_4190_2	1	there is another child in the pool
2	2_4190_3	2	the water isn't too shallow or too deep
2	2_4190_4	1	there is a ball of many colours in the pool
2	2_4191_0	1	a little girl is playing on a swing in the backyard
2	2_4191_1	2	she is holding the chains of the swing so she does not fall
2	2_4191_2	1	there is a picket fence behind her separating houses
2	2_4191_3	2	they are trees and houses behind her
2	2_4191_4	1	the swing is Made in such a way that you have to put both your feet inside it
2	2_4192_0	1	two men are playing the cello
2	2_4192_1	2	they are old and have grey hair
2	2_4192_2	1	one of them is standing and other is sitting
2	2_4192_3	2	the one standing is playing the cello and the one sitting is playing the violin
2	2_4192_4	1	the one sitting is wearing glasses and both of them seem to be paying attention to what they are doing
2	2_4193_0	1	two men are in a bar
2	2_4193_1	2	why do you think they are drinking
2	2_4193_2	1	from the way they are holding their glasses it seems they are drunk
2	2_4193_3	2	they are both wearing glasses but only one of them my is wearing a white hat
2	2_4193_4	1	they have paper tags on their clothes with their names on them
2	2_4194_0	1	a large mountain has sand and snow on it
2	2_4194_1	2	some areas of the mountains are steep and some are Hollow
2	2_4194_2	1	the mountain is also covered in in rocks
2	2_4194_3	2	there are three people that can be seen that look like came to climb the mountain
2	2_4194_4	1	there's a tent nearby in all three men are wearing very warm clothing
2	2_4195_0	1	two dogs are playing in the backyard
2	2_4195_1	2	one of the dogs is biting a toy in its mouth
2	2_4195_2	1	there is a dog playing on the grass that is lying on its back
2	2_4195_3	2	the dog that standing has brown fur and it has its tail in the air
2	2_4195_4	1	the dark dog is very bad indeed there is also a picket fence behind the dogs
2	2_4196_0	1	a little child is playing in a sitting area and it seems very happy
2	2_4196_1	2	the child is wearing a white dress shirt and is running quite slowly
2	2_4196_2	1	it seemed there might be a lot of trees in this area because the grass or ground is covered in shade
2	2_4196_3	2	there are also some plans nearby
2	2_4196_4	1	little boy is looking behind himself like there is someone chasing after him
2	2_4197_0	1	two dogs are jumping in the water it's like they want to go for a swim
2	2_4197_1	2	maybe there's something in the water that the dogs want to get
2	2_4197_2	1	it's a toy that's in the water
2	2_4197_3	2	one of the dogs is way ahead of the other
2	2_4197_4	1	both dogs seem to look like
2	2_4198_0	1	the dog is working and it has something in its mouth
2	2_4198_1	2	it's biting a toy that is orange with a yellow rope
2	2_4198_2	1	what does the dog look like
2	2_4198_3	2	the dog was very healthy and good looking
2	2_4198_4	1	it has its ears perked out as it is walking
2	2_4199_0	1	a man is in the air in the snow
2	2_4199_1	2	he is wearing a white jersey and black pants
2	2_4199_2	1	the area is very cold and so he is wearing warm clothes
2	2_4199_3	2	there is a large cloud above the man
2	2_4199_4	1	there are stones or rocks buried in the snow
2	2_419_0	1	a young boy is jumping off a hill
2	2_419_1	2	while he is jumping in the air one of his hands is pointing towards the sky and the other is holding onto his hat
2	2_419_2	1	he is jumping off a hill on the banks of the river, theres a hill nearby too
2	2_419_3	2	he is wearing yellow shorts and a long sleeved shirt
2	2_419_4	1	he is raising dust as he leaping into the air
2	2_4200_0	1	a young man was crossing the road and he's carrying something in his hand
2	2_4200_1	2	he is carrying a red bag and he is wearing a red and white hat
2	2_4200_2	1	there is a bench on the side of the road
2	2_4200_3	2	some cars are moving in the road while others are simply parked
2	2_4200_4	1	they are buildings and trees in the same area
2	2_4201_0	1	is looks like a little boy and girl just take a bath
2	2_4201_1	2	the girl is wearing a two-piece swimsuit
2	2_4201_2	1	the boy is hugging the girl it looks like there are siblings
2	2_4201_3	2	the little boy is only wearing a Speedo
2	2_4201_4	1	the little girl is holding her brother's waste and it looks like she is trying to get away from someone
2	2_4202_0	1	a young boy is carrying something on his shirt and he's walking in a road
2	2_4202_1	2	it looks like he is looking at something
2	2_4202_2	1	he is passing houses with stone walls and wooden doors
2	2_4202_3	2	there is a mailbox in front of
2	2_4202_4	1	there is also a poster on the wall of the house
2	2_4203_0	1	a cameraman is in a certain area
2	2_4203_1	2	the camera is attached to a collar the cameraman can wear
2	2_4203_2	1	he has other utensils he uses to take pictures in his bag
2	2_4203_3	2	it looks like he just took a photo and he is very pleased
2	2_4203_4	1	there is a metal railing behind him and the river behind the railing
2	2_4204_0	1	men are climbing a very steep Hill
2	2_4204_1	2	one is in Front and the other is lagging behind
2	2_4204_2	1	it looks like they are on a very long journey because they are carrying a lot of luggage
2	2_4204_3	2	the heel has very dry grass
2	2_4204_4	1	but surprisingly it has healthy plants growing in it
2	2_4205_0	1	a man is riding his skateboard on the concrete Road
2	2_4205_1	2	he has both his feet on the skateboard
2	2_4205_2	1	he is riding it on a wooden crate
2	2_4205_3	2	he is really paying attention to where he is going
2	2_4205_4	1	there is a very tall building surrounded by a metal small fence
2	2_4206_0	1	there's a man on a skateboard in the afternoon
2	2_4206_1	2	he is riding the skateboard on a rail and he is concentrating on where he is going
2	2_4206_2	1	he is wearing a short with hard material and he is shirtless
2	2_4206_3	2	he has his hands stretched out in order not to fall 
2	2_4206_4	1	it seems its nightime because its dark and even the lights are on 
2	2_4207_0	1	three people are in a canoe
2	2_4207_1	2	two are sitting at each end in one in the middle
2	2_4207_2	1	it looks like the one in the middle is a tourist
2	2_4207_3	2	it is dusk and there is a beautiful sunset
2	2_4207_4	1	there are trees and h i l l s that can be seen in the distance
2	2_4208_0	1	the little boy is watching a dog jump
2	2_4208_1	2	there's something placed in front of the dog that the dog supposed to jump over
2	2_4208_2	1	the dog is stretching out of Hind legs in order for it to jump well
2	2_4208_3	2	this dog has black and brown fur
2	2_4208_4	1	the little boy seems very happy with how the dog is jumping
2	2_4209_0	1	a man and woman who seem to be husband and wife are sitting on a chair
2	2_4209_1	2	they are hugging and seem very happy
2	2_4209_2	1	it looks like they are visiting their in-laws
2	2_4209_3	2	they are even having some drinks
2	2_4209_4	1	the older woman is even wearing reading glasses
2	2_420_0	1	an old man is walking through the street and theres a young man standing in the street
2	2_420_1	2	there are hats for sale in the street
2	2_420_2	1	the old man has a rat tail for hair
2	2_420_3	2	the old man seems like he smiling as he is walking , he also wearing an earing
2	2_420_4	1	he is wearing a black sweater and the young man is wearing a brown printed shirt
2	2_4210_0	1	two people are getting their picture taken
2	2_4210_1	2	they are standing close together and it's night time
2	2_4210_2	1	one of them is wearing a werewolf mask
2	2_4210_3	2	the woman has fake blood around her mouth
2	2_4210_4	1	both of them are wearing dark clothes but the man is wearing dark sunglasses
2	2_4211_0	1	a dog is sandblasting
2	2_4211_1	2	you can see the dog shadow on the grass
2	2_4211_2	1	there is a hill in the distance
2	2_4211_3	2	this dog has light brown fur
2	2_4211_4	1	the dog is looking at head as if it's looking at something
2	2_4212_0	1	three dogs are playing in a very nice place
2	2_4212_1	2	theres a ball in the air that the dogs might want to bite
2	2_4212_2	1	one of the dogs is a dalmation and its jumping really really high
2	2_4212_3	2	the other dog is biting a frisby and playing on its own
2	2_4212_4	1	the other dog is dark it too is trying to bite the ball
2	2_4213_0	1	a young girl is high up in the air
2	2_4213_1	2	does it look like she is just playing?
2	2_4213_2	1	it looks like she jumped on a trampoline
2	2_4213_3	2	she is holding both her legs while she is doing the splits, which is something thats not easy
2	2_4213_4	1	she is wearing black shorts and a small white shirt
2	2_4214_0	1	a small dog is biting something
2	2_4214_1	2	the dog has very long ears
2	2_4214_2	1	its front legs are lifted
2	2_4214_3	2	it has brown and white fur
2	2_4214_4	1	there are flowers on the grass
2	2_4215_0	1	a child has a teether in its mouth
2	2_4215_1	2	his eyes are closed and his hand is making out a sign
2	2_4215_2	1	there is a picket fence behind him, possibly an indication of where the area he is in has ended
2	2_4215_3	2	there are some plants behind him
2	2_4215_4	1	there is also a tree
2	2_4216_0	1	a man is riding a bicycle in a bush
2	2_4216_1	2	he is wearing a helmet and gloves to protect him in case of an accident
2	2_4216_2	1	the path in which he is riding isnt very clear because it is surrounded by trees
2	2_4216_3	2	the trees dont have any leaves like its summer time
2	2_4216_4	1	theres a lake in the distance
2	2_4217_0	1	a child is playing on a swing in what looks like a backyard
2	2_4217_1	2	he is holding the tyre of the swing with both hands in an effort not to fall
2	2_4217_2	1	it looks like he is about to fall
2	2_4217_3	2	the tyre is tied withthree ropes
2	2_4217_4	1	there are different plants in the same area
2	2_4218_0	1	a young man is doinbg a handstand
2	2_4218_1	2	both is legs and one arm are in the air
2	2_4218_2	1	he looks shocked to have pulled it off
2	2_4218_3	2	there is a garage behind him
2	2_4218_4	1	he is wearing a white shirt, jeans and a straight cap
2	2_4219_0	1	a dog is walikng in the snow
2	2_4219_1	2	it looks like its having trouble running through the snow
2	2_4219_2	1	its front legs are in the air
2	2_4219_3	2	theres is a lot of snow where it is
2	2_4219_4	1	it has white fur and it looks very cold
2	2_421_0	1	two young boys are having a great time together
2	2_421_1	2	they are pulling a cart
2	2_421_2	1	they look really happy as they are doing so
2	2_421_3	2	there are large bottles of water on the cart
2	2_421_4	1	one of the boys has headphones hang around his neck
2	2_4220_0	1	four women and a man are taking their picture taken
2	2_4220_1	2	they are sitting on large rocks
2	2_4220_2	1	most of them are wearing sunglasses
2	2_4220_3	2	there is an unfinished buildimng behind them
2	2_4220_4	1	two of the are wearing their sunglasses on their head
2	2_4221_0	1	three children look like they are playing
2	2_4221_1	2	one ofthe kids is hiding their face
2	2_4221_2	1	the other is covering his mouth like he is trying to hold his laughter in
2	2_4221_3	2	the other is covering his ears
2	2_4221_4	1	they are sitting on something and there are plants behind them
2	2_4222_0	1	a young boy is holding soup spoons
2	2_4222_1	2	it looks like he is singing 
2	2_4222_2	1	it looks like he is going into a building 
2	2_4222_3	2	the door of this building is made out of glass
2	2_4222_4	1	there are posters on the walls and plants outside the building 
2	2_4223_0	1	a little boy is out in the snow
2	2_4223_1	2	he is wearing warm clothes because it is cold 
2	2_4223_2	1	he looks very happy to be out in the snow
2	2_4223_3	2	there's a house covered in the snow
2	2_4223_4	1	there are trees with no leaves and you can see the windows of the house
2	2_4224_0	1	a young boy is standing on a place with water fountains
2	2_4224_1	2	it looks like people are enjoying getting wet on the fountains 
2	2_4224_2	1	there's a tall glass building in a distance 
2	2_4224_3	2	there are many flags in front of the glass building 
2	2_4224_4	1	there are people just watchingbthe water fountains 
2	2_4225_0	1	a short fat dog is running 
2	2_4225_1	2	it's running in the grass
2	2_4225_2	1	there's a wooden fence
2	2_4225_3	2	there are dry trees in a distance 
2	2_4225_4	1	it's jumping in the sir while running
2	2_4226_0	1	three people  are in a stadium 
2	2_4226_1	2	they are playing baseball 
2	2_4226_2	1	there's us sand in the stadium they are playing in
2	2_4226_3	2	two of the men are squatting and the other is standing 
2	2_4226_4	1	there's a wire fence behind them
2	2_4227_0	1	a sausage dog is running
2	2_4227_1	2	it's on a leash
2	2_4227_2	1	it's walking on the side of the road, there's is grass besides the road
2	2_4227_3	2	it's ears are perked up and it's running with it's mouth is open
2	2_4227_4	1	it's sunny and the shadow of the dog can be seen on the ground
2	2_4228_0	1	 a man is skateboarding
2	2_4228_1	2	it seems it is night time and he is playing in a road 
2	2_4228_2	1	he is wearing baggy clothes 
2	2_4228_3	2	there's an electricity pole nearby 
2	2_4228_4	1	there's a spotlight where he is
2	2_4229_0	1	dogs are in a race
2	2_4229_1	2	these dogs are running in a stadium
2	2_4229_2	1	the dogs have muzzles on their mouths
2	2_4229_3	2	they are wearing vests with race numbers on them
2	2_4229_4	1	there area other buidings in a  distance
2	2_422_0	1	an old man and his dog are sitting on a couch
2	2_422_1	2	this old man is hugging his dog and the dog is looking forward
2	2_422_2	1	theres an appliance that looks like a radio behind  the pair
2	2_422_3	2	the old man is holding the dog really close to his chest
2	2_422_4	1	the old man is wearing two rings on his fingers and the couch he is sitting on is red
2	2_4230_0	1	a man is jumping on his skateboard
2	2_4230_1	2	he is wearing a cap backwards
2	2_4230_2	1	it lools like its dusk
2	2_4230_3	2	there are trees with no leaves in the area
2	2_4230_4	1	therea re also aeroplanes flying in the sky
2	2_4231_0	1	two dogs are chasing each other
2	2_4231_1	2	one of the dogs is black and is carrying something in its mouth
2	2_4231_2	1	these dogs are running in the sand
2	2_4231_3	2	there are trees in the area where the dogs are running
2	2_4231_4	1	th other dog is wearing a collar
2	2_4232_0	1	a group of people are gathered
2	2_4232_1	2	they are bike riding
2	2_4232_2	1	they are carrying black flags
2	2_4232_3	2	there are trees and buidings behind them
2	2_4232_4	1	they all look really happy
2	2_4233_0	1	a group of girls are walking and entering a building
2	2_4233_1	2	they are on a balcony
2	2_4233_2	1	the balcony is shielded by metal rods and knitted rope
2	2_4233_3	2	the girls are holding onto the knitted rope as they are walking
2	2_4233_4	1	the building they are going into is covered in different paintings
2	2_4234_0	1	there are bulls in a street chasing people
2	2_4234_1	2	there are people in buildings watching what is happening
2	2_4234_2	1	there are tall buildings nearby
2	2_4234_3	2	the buidling on the right looks white
2	2_4234_4	1	iot looks like the people running are playing a game with the bulls
2	2_4235_0	1	a dog is running on rocky sand
2	2_4235_1	2	this dog is running on what seems like the shore of a lake 
2	2_4235_2	1	it is wearing a girlde
2	2_4235_3	2	it has white fur
2	2_4235_4	1	it is running with its mouth open
2	2_4236_0	1	theresa person on a the sea
2	2_4236_1	2	this person is on a surfboard with a sail
2	2_4236_2	1	this person is holding onto the sail of the surfboard
2	2_4236_3	2	there is sand on the shore of the sea
2	2_4236_4	1	there are people on the sand and in the water
2	2_4237_0	1	some people are at the beach
2	2_4237_1	2	two of these people are playing soccer
2	2_4237_2	1	others are sitting on a dead fallen tree
2	2_4237_3	2	there are buildings in a distance
2	2_4237_4	1	the rest are just sitting on the sand
2	2_4238_0	1	a big body, possibly belonging to a man is sitting 
2	2_4238_1	2	the man is wearing a white vest and khaki shirts with pockets on the side
2	2_4238_2	1	it looks like there is something in his pockets
2	2_4238_3	2	the men is sitted at a table and there a bottle of beer on the table
2	2_4238_4	1	there's a store nearby
2	2_4239_0	1	a seagull is standing
2	2_4239_1	2	it is standing at the shore of a lake
2	2_4239_2	1	there are small waves on the water
2	2_4239_3	2	it is facing the directing on the lake
2	2_4239_4	1	the seagull's feet are in the water
2	2_423_0	1	a young girl is standing in a concrete pipe
2	2_423_1	2	she looks very happy to be playing in this concrete pipe
2	2_423_2	1	she looks like she is sliding through the concrete pipe
2	2_423_3	2	the little girl has long dark hair
2	2_423_4	1	she is wearing a sleeveless dress, you can see a tree behind her
2	2_4240_0	1	a man seems surprised
2	2_4240_1	2	he is wearing a green sport headband
2	2_4240_2	1	he is also weraing a nike band on his wrist
2	2_4240_3	2	he is wearing a white and green nike t-shirt
2	2_4240_4	1	he is holding a tennis racket in his hands
2	2_4241_0	1	a little boy is holding a balck plate
2	2_4241_1	2	he is inside a house and there is an open box behind him
2	2_4241_2	1	there are stars stuck on the wall in the room where he is
2	2_4241_3	2	there is a dining table next to the room he is in
2	2_4241_4	1	it looks like it is afternoon
2	2_4242_0	1	different types of people are standing
2	2_4242_1	2	they all seem to be wearing baggy clothes that dont fit them
2	2_4242_2	1	amongst these people is a black man who is carrying a bag
2	2_4242_3	2	the black man is standing next to a fat man 
2	2_4242_4	1	there is also a child amongst these people is signing out a peace sign
2	2_4243_0	1	two dogs are playing
2	2_4243_1	2	one of the dogs looks like it is trying to bite into a ball
2	2_4243_2	1	the other dog's head cannot be seen
2	2_4243_3	2	the grass the dogs are on is very healthy and green
2	2_4243_4	1	the dogs have white fur and black patches
2	2_4244_0	1	a man and a woman are laughing
2	2_4244_1	2	the man is pointing at the woman he is sitted with
2	2_4244_2	1	he is pointing at her with his finger
2	2_4244_3	2	they have small eyes
2	2_4244_4	1	they also have dark hair
2	2_4245_0	1	a young woman seems joyful
2	2_4245_1	2	she has a green back apck on her back
2	2_4245_2	1	she is looking to her her left
2	2_4245_3	2	she is wearing glassesa nd a brwon long sleeved shirt
2	2_4245_4	1	her hair is a little messy and her her shirt is creased
2	2_4246_0	1	three people are sitting on a bench at a bus stop
2	2_4246_1	2	there are plants and beautiful flowers behind the chair
2	2_4246_2	1	theres a restuarant behind the plants
2	2_4246_3	2	the are two older women and an older man sitted on the bus bench
2	2_4246_4	1	there are also cars parked in a carpark nearby
2	2_4247_0	1	a man is crossing a road
2	2_4247_1	2	the traffic lights on the street are on
2	2_4247_2	1	there are streetlights in the side of the road the man is crossing
2	2_4247_3	2	theres a buiding and some trees in front of this man
2	2_4247_4	1	there are buidings behind him as well as people walking
2	2_4248_0	1	people rae at a gathering
2	2_4248_1	2	a amn and a woman are hugging
2	2_4248_2	1	theres a man who is drinking water and he is shirtless
2	2_4248_3	2	theese people are all sitting under a tree
2	2_4248_4	1	some are sitted on the ground while others are standing
2	2_4249_0	1	A black and brown dog is in the air
2	2_4249_1	2	theres a young woman standing behind the dog
2	2_4249_2	1	it looks like she is telling the dog something
2	2_4249_3	2	the dog's ears are perked up while its jumping
2	2_4249_4	1	the dog is jumping from stairs it was possibly standing on
2	2_424_0	1	a woman is standing on rocky lace on top of a mountain
2	2_424_1	2	do the mountains in this area high?
2	2_424_2	1	the mountains dont look very high but many of them have many rocks surrounding them
2	2_424_3	2	this woman is wearing short shorts and a bikini top and a cap
2	2_424_4	1	theres a lake and some trees that can be seen afar
2	2_4250_0	1	A pelican is flying
2	2_4250_1	2	it has its wings spread out
2	2_4250_2	1	theres a bush in the background
2	2_4250_3	2	the bush looks quite dry
2	2_4250_4	1	its neck is bent and its legs spread out
2	2_425_0	1	there are three dogs playing at a beach shore
2	2_425_1	2	two of the dogs look like they are fighting, onr of the dogs is biting the other on its neck
2	2_425_2	1	they all have black fur
2	2_425_3	2	the other dog is facing the water like its looking at something
2	2_425_4	1	all three dogs are wet
2	2_426_0	1	a dog is walking with something in its mouth
2	2_426_1	2	this thing is white and the dog is biting it securely
2	2_426_2	1	this dogs has brown fur and white fur covering its stomach
2	2_426_3	2	the dog is walking in the snow
2	2_426_4	1	one of it paws is lifted as it is walking, it is walking at slow sterady pace
2	2_427_0	1	a boy and his father are in a car
2	2_427_1	2	he has his left hand in a snake puppet 
2	2_427_2	1	both children are at a window
2	2_427_3	2	the other child seems like he peeping at something outsixe the window and therefore only his hand and head can be seen
2	2_427_4	1	the car is white and has words on the side
2	2_428_0	1	a young boy hiding his face is sittingb on a chsir
2	2_428_1	2	he is sitting on a wooden bench that looks waxed and shiny
2	2_428_2	1	he is wearing a gray sweater with black buttons, the buttons however are unbuttoned
2	2_428_3	2	the boy seems to be hiding away from people
2	2_428_4	1	theres a wall behind him with two shades of gray
2	2_429_0	1	a hockey player is playing hockey, however it seems he has fallen
2	2_429_1	2	he is the goal keeper
2	2_429_2	1	he is in fact standing at a goal post
2	2_429_3	2	he is wearing hockey playing gear and a hemet
2	2_429_4	1	he looks ready to catch the hockey put
2	2_430_0	1	a little boy is standing with his grandfather, the grandfather is wearing shiny clothes
2	2_430_1	2	the young boy is holding a hat is in hands, evidently, it could be his grandfather's
2	2_430_2	1	he seems happy and is wearing spectacles
