pair_id	image	sentence_id	bem_transcription
1	1_3781_4	1	nafwala necimpompo kumutwe icabuuta
1	1_3782_0	1	umwaice alipacimpwelu alepweluka
1	1_3782_1	2	ukubelele icimpwelu kuli icaani icayemba
1	1_3782_2	1	icaani cili icayemba elo umwaice alifye eko
1	1_3782_3	2	bushe nifinshi umwaice afwele pamubili
1	1_3782_4	1	afwele ilaya Ilya katapakatapa nefilembo pantashi
1	1_3783_0	1	umukashana Ali ne mbwa balebutuka
1	1_3783_1	2	Balebutuka mucaani icipi
1	1_3783_2	1	kuli nefimuti ifitali
1	1_3783_3	2	bushe imbwa ilemoneka shani
1	1_3783_4	1	Ili iyafiitulukila elyo iyikalamba
1	1_3784_0	1	abantu nabeminina baletamba umulilo
1	1_3784_1	2	umulilo nawaka sana ulebilimuka
1	1_3784_2	1	indeke ilepuluka mupepi na umulilo
1	1_3784_3	2	celemoneka umulilo ulefuma kundeke
1	1_3784_4	1	indeke ilepululuila mupepi cifwile elyo Iliucibansa candeke
1	1_3785_0	1	umulumendo aleteya umupila
1	1_3785_1	2	bushe mupila nshi baleteya
1	1_3785_2	1	umupila baleteya wakuma bola nakashimbi
1	1_3785_3	2	ifyakufwala fili ifyatikama,ifyakuicingila 
1	1_3785_4	1	ifyakufwala fili ifyabuuta elyo necimpompo cintu cabuuta
1	1_3786_0	1	abaice batatu nabeminina nabakumbatana
1	1_3786_1	2	bonse batatu nabaipenta pamenso
1	1_3786_2	1	babailce Bali mucikulwa elyo muli nabantu nabambi
1	1_3786_3	2	bushe nicinshi cilengele ukuti abaice baipente
1	1_3786_4	1	cifwile bele mukutamba ifisela
1	1_3787_0	1	umulumendo aleyangala me mbwa
1	1_3787_1	2	imbwa naitolokela akamupila eko umwaume aleyangasha
1	1_3787_2	1	baleyangalila pamucanga,imbwa Ili iyafiita kukanwa
1	1_3787_3	2	umulumendo nafwala ichakufwala ichakumulu ichafita nelyo akamupila nakakalilwa kukamuti
1	1_3787_4	1	imbwa naifwala umushipi mumukoshi,elyo pamukoshi Pali amasako ayabuta
1	1_3788_0	1	umwanakashi alepeluka pachimpelwa
1	1_3788_1	2	intambo iya ichakupeluka naikakwa kuchimuti ichikalamba
1	1_3788_2	1	panshi pamukashana ilepepeka ichani nachi buta  elyo chimbi nachikashika
1	1_3788_3	2	kunuma yamukashana kuli ichimuti achafita ichikalamba
1	1_3788_4	1	kunuma yamukashana kuli nachimbi ichimuti ichili pakati yamulamba chakwatafye imisambo iyafita
1	1_3789_0	1	imbwa naikala panshi elyo nayasama
1	1_3789_1	2	epo yikele pali ichani ichinono ichakatapakatapa
1	1_3789_2	1	pamushili kabili pali amabwe ayanono yanono ayengi
1	1_3789_3	2	elyo Ili nayikala imbwa amolu ayakuntashi yali aya ololoka nelyo nayanyanta panshi
1	1_3789_4	1	imbwa yakwata amasako ayabuta tutu ukushakofye kumutwe ukuli ayasankana ayafita pampumi elyo ayakashika pamenso nakumatwi
1	1_3790_0	1	abantu abali basamo pamo balipalwendo
1	1_3790_1	2	abali bane baume elyo umwanakashi no imofye
1	1_3790_2	1	pantanshi yabo pali ulupili ulutali lulebeka nokubeka
1	1_3790_3	2	bonse nabafwa utusote kumutwe nelyo umwanakashi eka nakwata ichola munuma
1	1_3790_4	1	akasuba nakatula nelyo bonse nabafwala ifyampepo ifyafita elyo munshila Bali muli ichani ichinono ichakashika
1	1_3791_0	1	umwanakashi naikala muchani aleangala
1	1_3791_1	2	nafwala ifyabuta ifyakufwala elyo akwata imishishi ayafita
1	1_3791_2	1	muchani ekelepo chipi nelyo amaluba yena yatalipo
1	1_3791_3	2	umwanakashi napeta amolu yakwe nelyo nikalilapo 
1	1_3791_4	1	ichimwela chilepita nakasalu aka mwanakashi kaleululuka
1	1_3792_0	1	abaume babili Bali pabwato 
1	1_3792_1	2	ilikunuma labwato nakumbatila ulikuntanshi ule tungulula ubwato
1	1_3792_2	1	abwato bule butuka elyo bulesha amenshi yalesabuka kunuma
1	1_3792_3	2	mumbali yakamana mili ifimuti ifyantintinkana ifyakatapakatapa
1	1_3792_4	1	ubwato bunono nelyo bwapangwa ichikunkuluka elyo paninafye abantu babili
1	1_3793_0	1	imbwa iyakwata amolu ayepi ileyenda pamuchanga
1	1_3793_1	2	yalikwata amasako ayatikama tikama namatwi ayakulu
1	1_3793_2	1	yakwata akamuchila akepi bushe amasako yakwata yashani
1	1_3793_3	2	amasako yakwata yalibuta tutu kwafitakofye amenso na akanwa
1	1_3793_4	1	akasuba kwena nakatula nelyo Imbwa ilepepeka ichinshingwa
1	1_3794_0	1	abanakashi abali batatu Baleyenda munshita yabushiku
1	1_3794_1	2	bonse Bali nabafwala amalaya ayatali ayakwata amalubaluba
1	1_3794_2	1	Baleyenda abatantama nelyo umwanakashi ulipakati naikata ababiye muminwe imbali shonse
1	1_3794_3	2	bonse nabafwala iichitambala chilamuntu ichapala ilaya lyakwe
1	1_3794_4	1	bonse nabakwata utu bango kuminwe konse kubili  elyo Baleyenda nabekatana muminwe
1	1_3795_0	1	imbwa Ili muchani ileyenda
1	1_3795_1	2	naikwata amasako ayakashika umubili onse
1	1_3795_2	1	yalikwata umuchila uwutali namatwi ayakulu
1	1_3795_3	2	kunuma ilefuma kuli ifimuti ne chikulwa ichitali
1	1_3795_4	1	kukanwa imbwa naisuma muli akamupila akanono akabuta nelyo ichani chinono elyo chilemoneka katapakatapa
1	1_3796_0	1	abaume babili nabekala pantanshi yachikulwa
1	1_3796_1	2	mukuti muchikulwa , pachibumba nabasamika ubunkolanya 
1	1_3796_2	1	mukati iyachikulwa muli abantu babili amwaume na umwanakashi elebenga amabula yafitabo iyabantu elyo ali naikalA
1	1_3796_3	2	ichikulwa chapangwa ukutila palefikila abeni nabalefwaya ukutusha nangula ukulya..ninga'nda iyabene
1	1_3796_4	1	abaume abekele panse iya ichikulwa balelyasshika elyo bonse nabafwala amakoti ayafita
1	1_3797_0	1	umulumendo na umwana umukashana beleyenda munchanchi
1	1_3797_1	2	elyo Bali baleyenda nabekatana muminwe elyo umulumendo abelele kukuso elyo umwana kukulyo
1	1_3797_2	1	mumbali ya nchanchi mwatambalala ifyani nefimuti ifya katapakatapa 
1	1_3797_3	2	Imbali Ibeleleko umwanakashi kuli ilinga ilyapangwa namatafwali
1	1_3797_4	1	umulumendo na umwana elyo Baleyenda munchanchi bakenyanta pafikopa ifya yanshikwa nelyo mwaliba namabwe ishila yonse
1	1_3798_0	1	imbwa ishili shine shili mumenshi
1	1_3798_1	2	shonse shakwata amasako ayakashika nelyo shafitafye pakanwa napamona
1	1_3798_2	1	imo iyikalamba nainina paibiye elyo iletinya imbwa iyinono
1	1_3798_3	2	shonse shakwata amatwi ayakopoka  nelyo iyishalile naikwata ichintu isuminemo mukanwa
1	1_3798_4	1	kunuma yambwa shonse kulemonekafye umulamba nelyo umumana teutali mulundu shonse shilwanisha ukwenda mumenshi
1	1_3799_0	1	abanakashi babili Bali mwilinga elyo balelwa
1	1_3799_1	2	bonse Bali nabafwala ifisote ifyakubachingilila mukuichena kumutwe
1	1_3799_2	1	elyo nakabili bonse nabafwala kuminwe ifyakuminako inkonya 
1	1_3799_3	2	bonse kunshi bafwele ifipitula ifikalamba kumulu bafwelefye utwantambo
1	1_3799_4	1	abanakashi abali mwilinga balesambilila ukumana inkonya nelyo abaume abali mukati bakulamwina na ukimona inga abalelwa balekonka amafunde
1	1_37_0	1	amwanakashi ufwele ichisote neshati afyabuta ali mufyamangalo ali muchibansa
1	1_37_1	2	bushe mangalo yashani aibimbilemo
1	1_37_2	1	Ali mumangalo ayalubilo ayakufwala insapato ishakwata amawilo
1	1_37_3	2	akwanisha shani ukwabula ukupona
1	1_37_4	1	naichingilila ukutampafye kumutwe, kumaboko nakumolu, kwena ukuichena kulabapo ilingiline
1	1_3800_0	1	umwaume naiminina kwati aleposa ilibwe
1	1_3800_1	2	naiminina kunuma yamenshi yakusabamo
1	1_3800_2	1	bushe nifinshi filemoneka pantu umulumendo Ali?
1	1_3800_3	2	naiminina pa ntashi yacikulwa icitali
1	1_3800_4	1	nafwala ilaya Ilya maboko ayepi
1	1_3801_0	1	umulumendo aleyangala nembwa
1	1_3801_1	2	balebutuka nembwa, umulumendo Ali nasekelela
1	1_3801_2	1	imbwa Ili iyinono 
1	1_3801_3	2	imbwa Ili iyabuuta elyo balebutuka mucaani
1	1_3801_4	1	icaani cili mumbali yamo balebutukila cili icitali
1	1_3802_0	1	amwaume Ali pabwato ubunono
1	1_3802_1	2	akabwato kakwatafye apanono apakunyantafye umuntu umo
1	1_3802_2	1	akabwato kasunkwa na umwela akatila kasele
1	1_3802_3	2	umwaume ekatilile kuli ichisontele mumulu ukutila eponena mumenshi
1	1_3802_4	1	akabwato nakalemenena kumbali imo elyo kakemoneka kaleya mukupona
1	1_3803_0	1	abantu babili nabeminina balelolesha pachibumba
1	1_3803_1	2	pali abantu babili umo mwanakashi nelyo umbi mwaume
1	1_3803_2	1	pachibumba balelolesha pali ifikope fitatu ifikalamba elyo pabula ifinono
1	1_3803_3	2	pafikope nababikapo inyali ishingi ishilesanika ulubuto pafikopa ifibikilwepo
1	1_3803_4	1	ulubu lulefumafye pafikope ilulesanika muchikulwa chonse eicho mulemoneka umwafita mumuputule
1	1_3804_0	1	abanakashi bane Bali muchibansa ichamangalo 
1	1_3804_1	2	Bali nafwala ifyabuta nelyo Bambi bafwele ifyafita .. ifyakufwala fyakwishibilako ababiye muchibansa
1	1_3804_2	1	umo ufwele ifyafita nalala panshi elyo afuma mukwanka akamupila akanono
1	1_3804_3	2	umwanakashi ulele panshi nafwala kuminwe ifyakumuchingilila mukuichena kuminwe elyo aleyanka
1	1_3804_4	1	ufwele ifyabuta umwakashi ilifye alebutuka muchibansa elyo ufwele ifyafita nalala panshi
1	1_3805_0	1	abalumendo babili nabeminina pakati kamusebo
1	1_3805_1	2	aba abalumendo Bali nefyo bekete kuminwe
1	1_3805_2	1	kunuma yabo kuli ifikulwa ifikulu elyo ifitali
1	1_3805_3	2	panse Pali napafiita pantu Ili ninshita yabushiku
1	1_3805_4	1	ifikulwa nafisanika amalaiti eyalepela ulubuto muncende
1	1_3806_0	1	abalumendo babili Bali nabeminina pamo
1	1_3806_1	2	nabafutamina icanuma, Balelolesha kumbi
1	1_3806_2	1	muntu beminine muli icaani kwati nimucebanaa camangalo.
1	1_3806_3	2	mumbali yacibansa muli ifimuuti ifingi
1	1_3806_4	1	umulumendo umo afwele akaputula elyo umbi nafwala itoloshi
1	1_3807_0	1	abaume batatu Bali muchibansa ichamangalo 
1	1_3807_1	2	babili Bali nafwala ifyapalana nelyo ifwele ifyabuta alefye eka elyo ewukwete umupila
1	1_3807_2	1	amangalo balechita yamupila uwakumolu nangula ufwele ifyabuta alifye eka nelyo alimupepi nechipanda
1	1_3807_3	2	muchibansa ichani nachintintikana elyo chilemoneka katapakatapa
1	1_3807_4	1	kunuma yachipanda ifimbambaya nafiminina ifyo ifilifye mumbali yamusebo
1	1_3808_0	1	motoka naijomba mufilindi.ifilindi fili ifingi
1	1_3808_1	2	motoka Ili kwati naipona elyo intu yakashika
1	1_3808_2	1	pali abantu babili panse ,umo mwana umwanakashi
1	1_3808_3	2	bawishi balelolekesha ukumona ngakuti baifumya
1	1_3808_4	1	umwana nakwe naiminina aletamba bawishi
1	1_3809_0	1	umukashana nakwata ichipeneshi pakuboko
1	1_3809_1	2	Ali natambalika utukumo  elyo ichipeneshi chikele pakakumo
1	1_3809_2	1	umukashana alikashika nelyo ichipeneshi chintu chafita
1	1_3809_3	2	umwanakashi na fwala nechisote kumutwe mukuichingila kukasuba
1	1_3809_4	1	elyo umukashana akwata imishishi ishafita fititi
1	1_3810_0	1	umulumendo umwaiche nafwala ichakufwala ichabuta
1	1_3810_1	2	pachakufwala napa yengwa ne mendele iyakufyalo ifyaku America
1	1_3810_2	1	umulumendo alimuchibansa aleangasha na umupila iwakashika
1	1_3810_3	2	umulumendo Alifye eka mukwangala elyo aletanushafye umupila panshi
1	1_3810_4	1	kunuma iya  umulumendo kuli ifimuti ifikalamba ifya katapakatapa
1	1_3811_0	1	akabwa akanono akafiita Kali pacaani
1	1_3811_1	2	akabwa aleyanga mucaani 
1	1_3811_2	1	icaani nacilepapo umucila imbwa
1	1_3811_3	2	imbwa ileyangalafye yeka mucaani
1	1_3811_4	1	imbwa naifiita saana namumenso tamulemoneka
1	1_3812_0	1	umwanakashi na umwaume nabekala muchikulwa
1	1_3812_1	2	umwanakashi Ali alemwentula  
1	1_3812_2	1	umwanakashi yakwete imishishi mumutwe, alibeya mumutwe
1	1_3812_3	2	umwaume na umwanakashi nabafwa amakoti ayafita 
1	1_3812_4	1	umwanakashi nafwala ichakufwala ichakumulu ichabuta , muchikulwa muli abantu abekele Bambi baneminina
1	1_3813_0	1	umwaume naiminina muchintu bwingi 
1	1_3813_1	2	umenso yatontele pali kulusange 
1	1_3813_2	1	umwaume naiminina muchintu bwingi banakashi
1	1_3813_3	2	bonse abanakashi bakwete imishishi iyakashika elyo shitali
1	1_3813_4	1	umwaume ena akakwata imishishi isha fita fititi elyo nakwata akasalu akobeke mumukoshi 
1	1_3814_0	1	akanya Kali mubusanshi,Kali nakasekelela
1	1_3814_1	2	ubusanshi buli nabucingililwa ukuti talepona
1	1_3814_2	1	umwana nafwala icabuuta elyo naka mushilwa kakashika
1	1_3814_3	2	mushe nifinshi fimbi ifili pa busanshi
1	1_3814_4	1	palemoneka icilubi cimo elyo namalangeti
1	1_3815_0	1	banamayo baleteya umupila mucibansa
1	1_3815_1	2	umupila baleteya wakutanusha umulila panshi
1	1_3815_2	1	abeleteya bafwele ifyafiita elyo Bambi nabo bafwele ifyabuuta
1	1_3815_3	2	uwukwete umupila afwele ifyafiita
1	1_3815_4	1	elyo uwelele ifya buuta alelwisha ukupoka umupila
1	1_3816_0	1	umulumendo naiminina pamabwe mumbali yakamana
1	1_3816_1	2	amabwe yalemonekafye ayakatapa katapa ngefimuti
1	1_3816_2	1	kumbali yamumana kuli amabwe ayakulu elyo nefimuti
1	1_3816_3	2	nganifinshi uyu mulumendo afwele?
1	1_3816_4	1	nafwala akaputula akakashika ngauwuleya mukusamba
1	1_3817_0	1	abantu Bali muncende iyafiita,kulemonekafye abantu baane
1	1_3817_1	2	aba bantu baane abalemoneka ebali kuntashi
1	1_3817_2	1	abali kuntanshi ilaiti nalibasanika eco balemonekela
1	1_3817_3	2	Ili ngenshita yabushi,ukulefumafye ulubuto Niku malaiti
1	1_3817_4	1	mwibumba muli abantu abengi abali ngabeshile mukutamba
1	1_3818_0	1	bashitata bamo baleyenda mumbali yacikulwa icakashika
1	1_3818_1	2	Bali nabakwata imishishi ishabuta ngeshabakote
1	1_3818_2	1	bushe nifinshi filemoneka ifipalamine necikulwa?
1	1_3818_3	2	mumbali yacikulwa muli utumaluba elyo kulubali lumbi kuli umupando
1	1_3818_4	1	bashitata nabafwala ubusaka saana
1	1_3819_0	1	umwaice nabamufwika icintu elo bamukaka intambo
1	1_3819_1	2	Ali mumulu elo ekete kuntambo ngoulepweluka
1	1_3819_2	1	mupepi yakwe Pali icibuumba icabuuta
1	1_3819_3	2	bushe nifinshi umwana uyu afwele
1	1_3819_4	1	nafwala ilaya Ilya katapakatapa elyo naka putula
1	1_3820_0	1	umwaice naiminina mumumana
1	1_3820_1	2	umwaice alifye Eka elyo naimya neminwe
1	1_3820_2	1	bushe umwaice mwaume nagu mukashana?
1	1_3820_3	2	uyu umwaice mulumendo
1	1_3820_4	1	ali nafutamina icakunuma.
1	1_3821_0	1	imbwa ilebutuka ulubilo nayasamuna nakukanwa
1	1_3821_1	2	emo imbwa ilenyanta muli umwabuuta
1	1_3821_2	1	bushe imbwa Ili iyamusango nshi
1	1_3821_3	2	imbwa Ili iyikalamba elyo iyafiita
1	1_3821_4	1	emo elebutuka muli utufyani utufimbiwe nefyabuuta
1	1_3822_0	1	banamayo nabeminina mwituuka lyafilubi
1	1_3822_1	2	mwituuka muli ifilubi ifingi ifyapusana pusana
1	1_3822_2	1	nakwata akantu akeshile pakanwa bushe ninshi kabomba?
1	1_3822_3	2	kakumfwilako elyo nokulandilako 
1	1_3822_4	1	banamayo nabafwala akakumuuli akafiita nefishilwa fyabuuta
1	1_3823_0	1	bakasalu nabeminina pamusebo elyo umo alekopa ifikope
1	1_3823_1	2	bonse Bali nabwala fimo fine ,pakati yabo Pali balibashikulu bantu
1	1_3823_2	1	bashikulu bantu Bali nemishishi shabuuta mumutwe
1	1_3823_3	2	bushe nifinshi fimbi fili muncende iyi
1	1_3823_4	1	kuli motoka iyili akatalamukila iya buuta
1	1_3824_0	1	imbwa imo iyikalamba Ili nautubana tubili
1	1_3824_1	2	kamo akana Kali nakalala pacaani,
1	1_3824_2	1	bushe ngakambi akabwa nikwisa kali
1	1_3824_3	2	Kali kunuma yakwa nyina kwati kalefwalya ukoonka
1	1_3824_4	1	nyina watwana nafwala umushipi mumukoshi
1	1_3825_0	1	imbwa nabaikakila kuli motoka iminike
1	1_3825_1	2	motoka bakakileko imbwa taileyenda
1	1_3825_2	1	bushe nicinshi cilenga ukukakila imbwa
1	1_3825_3	2	kutina ukuti ilepitana elyo nokuti tailesuma abantu
1	1_3825_4	1	motoka bakakileko imbwa Ili iya mutuntula
1	1_3826_0	1	umwanakashi uwakwata imishishi ishakashika nga umulopa naiminina
1	1_3826_1	2	pantanshi yakwe pali umulamba umuli abantu abengi
1	1_3826_2	1	abengi abali mumulamba balesamba nelyo abanono Bali patu utubwato utunono utwakwangashafye
1	1_3826_3	2	kumbali yamulamba kuli umuchanga uwingi nganshi
1	1_3826_4	1	kwena ukalamba ,epo utampile palemoneka nelyo uko ulepwila kwena namenso tayalefika, umulamba tawukwete mpela
1	1_3827_0	1	umwaume ufwele umukanjo wakashika inga inkonde alebikabwino ifitabo
1	1_3827_1	2	nashukulukwa nebumba iyabantu bushe nifinshi ifilecitika
1	1_3827_2	1	ibumba iya ishile mukumfwa kuli bakalisha wafilimba
1	1_3827_3	2	abengi mwibumba kwena bakote bushe nifinshi ibali mwibumba balechita
1	1_3827_4	1	abali mwibumba Bali nabeminina elyo abengi nabafwala utusote mukuichingila kukasuba nelyo abengi balelanshanya
1	1_3828_0	1	abaume abali bane Bali muchibansa ichamangalo
1	1_3828_1	2	babili abafwele ifyabuta nabatolokela umo ufwele ifyakashika inga umulopa
1	1_3828_2	1	bonse abaume balemoneka anamaka bushe mangalo yashani baleangala
1	1_3828_3	2	mukwai amangalo mwabasana ukubomfya amaka , yabafye kupepeka onse ukwete umupila shimonshita kumuponya paku sompola umupila
1	1_3828_4	1	emulandu wine bonse nabafwala ifisote kumutwe ifya ukuichingilila mukuichena kumutwe elyo Bali mumangalo
1	1_3829_0	1	imbwa yakwata amasako ayakashika ileyenda pamuchanga
1	1_3829_1	2	imbwa yakwata amasako ayapusana yatatu, umuchila wuntu wafita, elyo ukutampila kukanwa ukufika pachifuba yantu yabuta
1	1_3829_2	1	elyo ukwashala onse umubili amasako yantu Ayasankana , ayafita nayakashika , imbwa Ili ileyenda 
1	1_3829_3	2	kumbali kukulyo kumyendele yanchinga Kali ifimuti efyo  baputula ifikalamba ifili fisano
1	1_3829_4	1	kunuma iyambwa kuli umulamba uwatambala awashunguka shunguluka nelyo pakatalamukila kuli impili iyitali
1	1_3830_0	1	ibumba iya abanakashi na abana nabekala mukasuba
1	1_3830_1	2	pantanshi yebumba kuli umukashana ushifwele ifyamuchinshi
1	1_3830_2	1	umukashana uli pantanshi afwelefye utuntamba utwakufimbafye amabele nangula mwibumba kuli nabana
1	1_3830_3	2	ukwikalile abumba iya bantu abengi baluchingililwa nelinga iyantambo 
1	1_3830_4	1	abantu abengi mwibumba kwena balifye nabekala panshi nangula bafwele ifyabuta elyo pakati apa pitile ilinga paba amaluba uyakatapakatapa
1	1_3831_0	1	umwaume Ali kumbali yamulamba pamuchanga alekaka ichola
1	1_3831_1	2	kunuma yakwe kuli ubwato ubwakashika inga inkonde umuli infinkolonkolo
1	1_3831_2	1	pantanshi iya umwaume pali akamusakuta umwakula ukachingililwa bwino
1	1_3831_3	2	akasuba nakatula nakuba umwaume afwelefye akaputula insapato na akasote kumutwe chapwa
1	1_3831_4	1	pantanshi kumbali yakuso kwamwume kuli umwinko umo awaku obeelako ubwato uwutali nelyo epo umuchanga upwilile kuli impanga iya uyakatapakatapa 
1	1_3832_0	1	umwaume ufwele ichampepo ichatikama naikala kunuma yakwe nashintilila kuchibumba
1	1_3832_1	2	kumbali yakwa kukuso nakulala imbwa elyo nabaifimba nekusa
1	1_3832_2	1	kuchibumba amwaume ashintilile nakuyengwa yengwa nelyo pantanshi iya umwaume napabikwa akakopo
1	1_3832_3	2	pakatalamukila na umwaume kuli abantu batatu abaleyenda nelyo panshi napafimbwa ifyabuta bushe nifinshi
1	1_3832_4	1	kunchende ishatalala kuloka imfula iyamenshi ayakosa eifyo ififimbile inchende shonse eicho na umwaume nabonse nabafwala ifyampepo ifyatikama
1	1_3833_0	1	umwanakashi aletoloka ubulalo
1	1_3833_1	2	ubulalo bwapangwa nentambo nelyo abakunyanta payanshikwa ifikopa
1	1_3833_2	1	umulalo utali saana elyo umwanakashi nakwata ne chola ichakukoba ichili pambali ichafita
1	1_3833_3	2	kunuma iya umwanakashi kuli impili iyatambalala iyikalamba elyo eko na ubulalo ekobwakakwa
1	1_3833_4	1	panshi yabulalo pali umulamba nangula amenshi emoyali nelyo umuchanga eufulilepo
1	1_3834_0	1	umwaume natoloka mumulu elyo aleshelela apa tentemuka
1	1_3834_1	2	
1	1_3834_2	1	
1	1_3834_3	2	
1	1_3834_4	1	
1	1_3835_0	1	umukashana naifimba nefintu,ashilekofye pamenso epalemoneka
1	1_3835_1	2	inceende aliko yalikwata umucanga uwabuuta
1	1_3835_2	1	umucanga uli uwabuuta kwati wakumumana
1	1_3835_3	2	cifwile nikumbali yamumana pantu kuli utupuna utwakutisishapo
1	1_3835_4	1	kulemoneka abantu abanono Abali mupepi notupuna
1	1_3836_0	1	abaume babili baleteya umupila mucibansa
1	1_3836_1	2	bonse babili Bali nabekata imipila kuminwe
1	1_3836_2	1	Bali bacaice mukumoneka bonese babili
1	1_3836_3	2	bushe mupila nshi baleteya aba abaice
1	1_3836_4	1	baleteya umupila wakuminwe
1	1_3837_0	1	umwana aleyafwila ukuli cibotolo camenshi
1	1_3837_1	2	cifwile naufwa icilaka eico alefwaya amenshi yakunwa
1	1_3837_2	1	Ali nafwala akakufwala akafiita
1	1_3837_3	2	Ali mumuputule wa ng'anda,umuputuule uli uwabusaka
1	1_3837_4	1	napanshi Pali palebeka
1	1_3838_0	1	abakalamba basano nabeminina panse
1	1_3838_1	2	beminine panse yamayanda ayakalamba elyo ayatali
1	1_3838_2	1	bamo nibanamayo elyo Bane nibashitata
1	1_3838_3	2	bushe ninshi bonse bafwalile ifyampepo kumubili
1	1_3838_4	1	cifwile Ili ninshita iya lucelo ilyo kuli ukwatalala saana
1	1_3839_0	1	umulumendo alenina ulupili ulutali ekafye
1	1_3839_1	2	naikaka intambo mumusana elyo yapona panshi
1	1_3839_2	1	bushe nincitonshi itambo ilebomba
1	1_3839_3	2	ilemwafwilisha ukukana pona palya alenina
1	1_3839_4	1	nafwala icimpopo icakuicingilila ngati apone
1	1_3840_0	1	umwaice naiminina kumbali yamumana tafwele necakumulu
1	1_3840_1	2	naikaka akafiita pakuboko elyo kakwata akatombo
1	1_3840_2	1	bushe Ici cintu cilekuminwe cakubofya kunshi
1	1_3840_3	2	cilemoneka nge cakwangala naco mumenshi
1	1_3840_4	1	cilemoneka icitali elyo icamutuntula
1	1_3841_0	1	inkunda shilepululuka mupepi necibumba elyo shimbi shili panshi
1	1_3841_1	2	pacibuumba balilengapo abantu, banamayo nabafwala namalaya ayatali
1	1_3841_2	1	mupepi necibumba namo muli icimuuti icitali saana
1	1_3841_3	2	bushe nifinshi fimbi ifilemoneka Pali iyi inceende
1	1_3841_4	1	mumusebo muli umulumendo uwuleyenda natonta namenso Pali kamusange
1	1_3842_0	1	imbwa naibutuka ulubilo ulukali,naimya namolu yakuntanshi
1	1_3842_1	2	bushe nganikwisa imbwa ilebutukila
1	1_3842_2	1	elebutuka kwati Pali eco ilepepeka nangula nabaipepeka
1	1_3842_3	2	bushe imbwa ilemoneka shani
1	1_3842_4	1	Ili iyikalamba saana elyo nakwatamo namasako ayafita
1	1_3843_0	1	umwana umwanakashi naikala pa ncinga
1	1_3843_1	2	umwanakashi elemoneka uwasakama pamenso
1	1_3843_2	1	bushe nifinshi umwanakashi afwele
1	1_3843_3	2	nafwala ilaya ilyabuuta, nganicinshi alemonekela uwasakamana
1	1_3843_4	1	"pantu nakwata umwenso ati kuti apona panshi
"
1	1_3844_0	1	abaice Bali mucibansa camupila,baleteya umupila
1	1_3844_1	2	bushe ngamupilanshi baleteya aba baice
1	1_3844_2	1	baleteya umupila wakumakasa
1	1_3844_3	2	Bali mupepi necipanda ukuti bengishe Lelo uwakwikata nawikata umupila
1	1_3844_4	1	kunse yacibansa takulemoneka abantu bakutamba
1	1_3845_0	1	imbwa shibili shilebutuka mucaani
1	1_3845_1	2	Pali imo iyikalamba elyo Imbi nayo inoono
1	1_3845_2	1	bushe imbwa shikwete amasako yashani
1	1_3845_3	2	shonse shibili shikwete amasako Aya buuta elyo nayafiita
1	1_3845_4	1	icaani naco cili icitali elyo mwaba nautumaluba utwamutuntula
1	1_3846_0	1	akabwa nakekala kalelolesha icakulya.
1	1_3846_1	2	bushe akabwa kalemoneka shani?
1	1_3846_2	1	Kali akabutulukila elyo nomoona uwafiita
1	1_3846_3	2	umuntu alelangisha icakulya kumbwa
1	1_3846_4	1	imbwa ilemoneka kwati tailya icakulya balecipela
1	1_3847_0	1	umuntu aleyensha icitukutuku, icitukutuku nacibutuka saana
1	1_3847_1	2	icitukutuku cili icafiita
1	1_3847_2	1	bushe uwuli pacitukutuku afwele ifinshi?
1	1_3847_3	2	afwele icakufwala icabuuta elyo nokufiita
1	1_3847_4	1	nafwala necimpompo icakuicingilila kumutwe 
1	1_3848_0	1	umwaice alepweluka kukashimbi
1	1_3848_1	2	umwana alepweluka Ali uwasansamuka
1	1_3848_2	1	nifinshi umwana afwele kumubili
1	1_3848_3	2	afwele ilaya ilyakashika ilyamaboko ayepi
1	1_3848_4	1	muceende muli ifishimbi ifingi
1	1_3849_0	1	imbwa shibili ishafiita shileyangala
1	1_3849_1	2	imbwa shonse shili ishafiita elyo ishikulu
1	1_3849_2	1	imbwa imo naikwata icintu mukanwa 
1	1_3849_3	2	bushe nifinshi filemoneka Pali iyi inceende
1	1_3849_4	1	palifye icaani kwati nimucibansa
1	1_3850_0	1	umwaume ukwete imyenfu ishafita nafwala ikoti iyafita be soko iyakwata amafufu
1	1_3850_1	2	amwaume nakwata insalu iyo alinakakilila mumukoshi iyamalamba ayamulolamulopa nayabuta
1	1_3850_2	1	pali ekoti ilya umwaume pali ifilemoneka ifyabuta nga ubunga bushe nifinshi
1	1_3850_3	2	ilingiline kunchende ishatalala sana kuloka imfula iyamenshi ayakosa eayo ayalemoneka ayabuta
1	1_3850_4	1	eya cacine umulandu wine umwaume afwele isoko ilikwete amasako nekoti iyatikama tikama nelyo n
1	1_3851_0	1	abaice babili nabekala mucintu ico babikilemo ama baluni
1	1_3851_1	2	ama baluni yali ayengi ayapusana pusana
1	1_3851_2	1	
1	1_3851_3	2	
1	1_3851_4	1	
1	1_3852_0	1	munshita iyachungulo elyo akasuba kalewa umwaiche umulumendo nauma sama namolu yali mumulu
1	1_3852_1	2	umulumendo Ali mupepi nakama  Ako Akali pantanshi yakwe
1	1_3852_2	1	mupepi na umulumendo pali namabwato yabili ayakwete nensalu ishakakwako 
